GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;80-Jährige;771;851;802
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;81-Jährige;778;878;737
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;82-Jährige;731;879;697
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;83-Jährige;642;857;659
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;84-Jährige;559;830;613
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;85-Jährige;498;779;561
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;86-Jährige;437;735;530
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;87-Jährige;363;669;493
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;88-Jährige;257;587;486
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;89-Jährige;222;517;482
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;90-Jährige;193;440;444
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;91-Jährige;170;370;417
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;92-Jährige;135;298;376
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;93-Jährige;106;242;326
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;94-Jährige;77;192;277
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;95-Jährige;58;149;225
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;96-Jährige;42;114;182
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;97-Jährige;28;84;140
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;98-Jährige;19;62;103
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;99-Jährige;13;44;76
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;100 Jahre und mehr;19;83;152
BEV-VARIANTE-12;Geburten niedrig, LE moderat, WS niedrig (G1L2W1);Insgesamt;Insgesamt;83476;76368;72560
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;unter 1 Jahr;405;338;331
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;1-Jährige;408;338;334
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;2-Jährige;410;337;338
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;3-Jährige;411;336;340
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;4-Jährige;411;334;342
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;5-Jährige;415;333;343
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;6-Jährige;402;332;344
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;7-Jährige;396;332;344
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;8-Jährige;382;332;344
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;9-Jährige;381;333;344
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;10-Jährige;372;335;343
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;11-Jährige;381;337;342
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;12-Jährige;376;340;341
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;13-Jährige;385;344;340
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;14-Jährige;383;348;339
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;15-Jährige;377;352;338
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;16-Jährige;381;357;338
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;17-Jährige;391;363;339
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;18-Jährige;394;370;342
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;19-Jährige;406;378;347
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;20-Jährige;423;387;353
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;21-Jährige;452;397;360
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;22-Jährige;471;406;367
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;23-Jährige;488;415;374
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;24-Jährige;514;423;381
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;25-Jährige;511;430;387
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;26-Jährige;503;436;393
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;27-Jährige;510;442;399
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;28-Jährige;523;446;404
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;29-Jährige;530;449;410
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;30-Jährige;546;452;415
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;31-Jährige;595;453;421
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;32-Jährige;584;452;426
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;33-Jährige;597;451;432
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;34-Jährige;582;455;436
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;35-Jährige;568;441;441
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;36-Jährige;549;435;444
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;37-Jährige;543;420;448
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;38-Jährige;542;419;450
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;39-Jährige;551;410;452
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;40-Jährige;542;419;454
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;41-Jährige;543;414;454
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;42-Jährige;515;425;453
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;43-Jährige;508;424;452
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;44-Jährige;503;420;454
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;45-Jährige;491;426;441
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;46-Jährige;478;437;434
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;47-Jährige;481;441;419
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;48-Jährige;483;451;417
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;49-Jährige;523;467;408
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;50-Jährige;574;492;416
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;51-Jährige;593;507;410
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;52-Jährige;636;519;420
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;53-Jährige;664;539;419
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;54-Jährige;678;531;413
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;55-Jährige;694;518;418
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;56-Jährige;694;520;427
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;57-Jährige;702;528;429
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;58-Jährige;691;529;437
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;59-Jährige;663;540;450
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;60-Jährige;647;579;472
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;61-Jährige;620;563;483
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;62-Jährige;598;568;492
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;63-Jährige;560;548;508
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;64-Jährige;541;529;497
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;65-Jährige;519;505;482
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;66-Jährige;495;493;480
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;67-Jährige;476;484;484
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;68-Jährige;453;483;481
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;69-Jährige;446;468;487
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;70-Jährige;431;460;518
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;71-Jährige;424;428;499
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;72-Jährige;405;413;499
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;73-Jährige;364;399;476
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;74-Jährige;334;380;453
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;75-Jährige;284;360;426
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;76-Jährige;240;352;410
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;77-Jährige;314;342;395
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;78-Jährige;310;357;387
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;79-Jährige;289;376;366
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;80-Jährige;333;371;351
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;81-Jährige;331;378;316
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;82-Jährige;305;373;294
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;83-Jährige;263;357;273
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;84-Jährige;225;339;247
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;85-Jährige;195;312;222
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;86-Jährige;166;287;203
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;87-Jährige;134;254;184
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;88-Jährige;92;216;176
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;89-Jährige;76;183;169
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;90-Jährige;64;151;150
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;91-Jährige;53;122;136
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;92-Jährige;40;94;118
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;93-Jährige;31;74;97
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;94-Jährige;21;56;79
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;95-Jährige;14;41;61
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;96-Jährige;9;29;46
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;97-Jährige;5;20;34
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;98-Jährige;3;14;23
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;99-Jährige;2;10;16
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;100 Jahre und mehr;3;15;26
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);männlich;Insgesamt;41220;37819;36151
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;unter 1 Jahr;385;321;314
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;1-Jährige;389;321;318
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;2-Jährige;392;320;321
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;3-Jährige;393;319;324
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;4-Jährige;393;318;326
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;5-Jährige;398;317;327
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;6-Jährige;383;317;328
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;7-Jährige;377;316;328
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;8-Jährige;363;317;328
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;9-Jährige;362;318;328
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;10-Jährige;354;320;327
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;11-Jährige;363;322;327
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;12-Jährige;357;325;326
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;13-Jährige;366;329;325
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;14-Jährige;363;333;324
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;15-Jährige;356;337;324
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;16-Jährige;362;343;325
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;17-Jährige;370;348;326
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;18-Jährige;373;355;329
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;19-Jährige;384;364;334
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;20-Jährige;399;373;341
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;21-Jährige;424;383;348
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;22-Jährige;432;393;356
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;23-Jährige;450;402;364
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;24-Jährige;471;411;372
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;25-Jährige;469;419;380
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;26-Jährige;460;426;386
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;27-Jährige;467;432;392
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;28-Jährige;481;436;398
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;29-Jährige;489;439;403
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;30-Jährige;506;442;408
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;31-Jährige;549;443;414
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;32-Jährige;544;443;419
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;33-Jährige;554;442;423
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;34-Jährige;543;445;427
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;35-Jährige;536;429;431
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;36-Jährige;520;422;435
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;37-Jährige;517;407;438
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;38-Jährige;520;405;440
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;39-Jährige;530;397;442
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;40-Jährige;529;405;443
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;41-Jährige;531;399;444
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;42-Jährige;506;410;443
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;43-Jährige;498;409;441
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;44-Jährige;493;403;444
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;45-Jährige;485;411;428
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;46-Jährige;470;422;421
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;47-Jährige;477;426;406
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;48-Jährige;481;434;403
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;49-Jährige;517;446;395
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;50-Jährige;566;467;402
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;51-Jährige;586;470;396
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;52-Jährige;626;483;406
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;53-Jährige;654;499;404
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;54-Jährige;670;493;398
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;55-Jährige;686;480;405
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;56-Jährige;685;483;415
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;57-Jährige;696;493;417
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;58-Jährige;690;498;425
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;59-Jährige;667;510;435
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;60-Jährige;658;548;454
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;61-Jährige;634;539;456
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;62-Jährige;614;545;467
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;63-Jährige;578;530;481
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;64-Jährige;563;520;473
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;65-Jährige;547;500;458
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;66-Jährige;530;493;459
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;67-Jährige;521;491;467
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;68-Jährige;504;496;469
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;69-Jährige;500;489;479
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;70-Jährige;487;486;512
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;71-Jährige;483;458;501
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;72-Jährige;462;445;504
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;73-Jährige;417;435;487
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;74-Jährige;390;421;474
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;75-Jährige;336;403;453
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;76-Jährige;295;401;443
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;77-Jährige;386;396;436
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;78-Jährige;385;417;435
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;79-Jährige;366;445;423
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;80-Jährige;437;448;413
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;81-Jährige;447;463;380
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;82-Jährige;425;465;361
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;83-Jährige;377;456;341
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;84-Jährige;334;443;319
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;85-Jährige;302;417;292
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;86-Jährige;270;395;277
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;87-Jährige;228;361;258
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;88-Jährige;165;318;253
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;89-Jährige;145;282;250
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;90-Jährige;129;240;230
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;91-Jährige;116;202;214
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;92-Jährige;94;162;192
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;93-Jährige;75;132;165
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;94-Jährige;57;104;139
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;95-Jährige;44;80;111
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;96-Jährige;33;61;88
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;97-Jährige;22;45;67
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;98-Jährige;15;33;48
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;99-Jährige;11;23;35
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;100 Jahre und mehr;16;42;66
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);weiblich;Insgesamt;42256;38623;36724
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;unter 1 Jahr;790;659;644
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;1-Jährige;798;658;652
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;2-Jährige;802;657;659
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;3-Jährige;804;655;664
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;4-Jährige;804;653;668
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;5-Jährige;812;651;671
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;6-Jährige;784;649;672
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;7-Jährige;773;648;673
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;8-Jährige;745;649;673
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;9-Jährige;743;651;672
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;10-Jährige;727;655;671
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;11-Jährige;744;659;669
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;12-Jährige;732;665;667
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;13-Jährige;752;672;665
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;14-Jährige;747;680;663
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;15-Jährige;733;690;663
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;16-Jährige;743;700;663
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;17-Jährige;761;712;666
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;18-Jährige;767;725;671
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;19-Jährige;789;742;681
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;20-Jährige;822;760;694
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;21-Jährige;876;780;708
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;22-Jährige;903;799;723
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;23-Jährige;938;817;738
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;24-Jährige;985;835;753
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;25-Jährige;980;850;767
